QID	Guest Tokens	Guest HLs	Host Tokens	Host HLs	Vote
NPR-986-18	"['My', 'greatest', 'dream', 'would', 'be', 'to', 'really', 'see', 'equality,', 'and', ""it's"", 'unfortunate', 'that', 'I', 'would', 'have', 'to', 'say', 'that', 'in', '2007.', 'But', 'even', 'today,', 'we', 'do', 'not', 'have', 'equality.', 'Whether', ""it's"", 'in', 'terms', 'of', 'jobs,', 'whether', ""it's"", 'in', 'terms', 'of', 'health', 'care,', 'whether', ""it's"", 'in', 'terms', 'of', 'prison', 'reform,', 'education,', 'I', 'could', 'just', 'go', 'down', 'the', 'list', '-', 'environmental', 'justice,', 'we', 'do', 'not', 'have', 'equality.', 'And', 'so', 'the', 'same', 'dream', 'that', 'Dr.', 'Martin', 'Luther', 'King', 'talked', 'about', 'really', 'is,', 'in', 'my', 'opinion,', 'a', 'dream.', 'And', 'we', 'need', 'to', 'make', 'it', 'a', 'reality.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['If', 'you', 'had', 'to', 'sum', 'up', 'your', 'philosophy', 'in', 'one', 'sentence', 'about', 'leadership,', 'what', 'would', 'it', 'be?']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
NPR-795-9	"['I', 'have', 'never', 'written', 'anything', 'favorable', 'about', 'white', 'nationalists.', 'And,', 'Michel,', 'if', '-', 'you', 'know,', ""I'm"", 'an', 'independent', 'person.', 'And', 'my', 'contribution', 'this', 'week', 'is', 'I', 'have', 'helped', 'get', 'the', 'word', 'out', 'about', 'Ralph', 'Northam,', 'who', 'is,', 'obviously,', 'a', 'white', 'supremacist...']"	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['But', 'I', ""don't"", 'see', 'the', 'same', 'level', 'of', 'outrage', 'about', 'Congressman', 'Steve', ""King's"", 'comments', 'about', 'white', 'nationalism.', 'For', 'example,', 'on', 'your', 'site,', 'the', 'headlines', 'about', 'Steve', 'King', 'include', 'Representative', 'Steve', 'King', 'Gets', 'Last', 'Laugh,', 'Wins', 'Re-Election', 'In', 'Iowa', 'Despite', 'Haters', 'And', 'Losers', 'and', 'Watch', 'Steve', 'King', 'Slams', 'New', 'York', 'Times', 'On', 'House', 'Floor', 'Over', 'Racism', 'Story.', 'So', 'would', 'it', 'not', 'be', 'unreasonable', 'for', 'someone', 'to', 'argue', 'that', 'it', ""isn't"", 'really', 'the', 'racism', 'that', 'troubles', 'you,', ""it's"", 'liberals,', ""it's"", 'Democrats,', ""it's"", 'people', 'you', 'consider', 'insufficiently', 'conservative?']"	[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 5]
CNN-321514-9	"['I', 'did', 'call', 'for', 'Robert', 'Mueller', 'to', 'step', 'down', 'and', 'I', 'would', 'renew', 'that', 'call', 'this', 'morning.', 'There', 'is', 'no', 'question', 'in', 'my', 'mind', 'that', 'Mr.', 'Mueller', 'is', 'in', 'contradiction', 'of', 'the', 'law', 'in', 'that', 'he', 'has', 'a', 'conflict', 'of', 'interest.', 'No', 'doubt', 'in', 'my', 'mind', 'about', 'that.', 'Even', 'if', ""it's"", 'just', 'an', 'appearance', 'of', 'a', 'conflict,', 'the', 'law', 'says', 'he', 'must', 'step', 'aside.', 'So,', ""I'm"", 'convinced', 'that', 'the', 'left', ""couldn't"", 'find', 'Russia', 'on', 'a', 'map', 'until,', 'somehow,', 'they', 'thought', 'it', 'could', 'be', 'used', 'as', 'a', 'wedge', 'against', 'Donald', 'Trump.']"	[0, 0, 0, 0, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]	['Are', 'you', 'suggesting', 'that', 'Robert', 'Mueller', 'is', 'part', 'of', '--', 'the', 'special', 'counsellor,', 'the', 'FBI,', 'is', 'part', 'of', 'the', 'left.', 'All', 'I', 'was', 'asking', 'about', 'Facebook,', 'the', 'idea', 'that', 'Facebook', 'has', 'turned', 'over', 'information', 'under', 'subpoena', 'about', 'ads', 'and', 'who', 'bought', 'them.']	[0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 15]
NPR-36238-12	"['Well,', ""what's"", 'ironic,', 'Robert,', 'is', 'I', 'spent', 'four', 'years', 'hearing', 'people', 'from', 'the', 'ACLU', 'complaining', 'that', 'there', 'are', 'too', 'many', 'people', 'on', 'the', 'no-fly', 'list', 'and', 'too', 'many', 'people', 'on', 'the', 'selectee', 'list.', 'And', 'now,', 'today', ""I'm"", 'starting', 'to', 'hear', 'people', 'say', 'there', ""aren't"", 'enough.', 'Let', 'me', 'explain', 'to', 'the', 'listeners', 'how', 'these', 'things', 'are', 'set', 'up.', 'There', 'is', 'a', 'broad', 'database', 'of', 'about', 'a', 'half', 'a', 'million', 'entries', 'that', 'consists', 'of', 'everybody', 'about', 'whom', ""there's"", 'any', 'negative', 'information', 'suggesting', 'that', 'might', 'be', 'a', 'terrorist.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0.75, 1.0, 1.0, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.5, 0.625, 0.625, 0.625, 0.5, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625]	['This', 'is', 'the', 'so-called', 'TIDE', 'list', '-', 'this', 'TIDE', 'database.']	[0.625, 0.625, 0.875, 0.875, 0.875, 0.875, 0.75, 0.625, 0.75, 0.75]	[8, 15]
NPR-14986-10	"['But', 'the', 'kinds', 'of', 'behavioral', 'health', 'issues', 'that', ""we're"", 'seeing', 'largely', 'are', 'those', 'that', 'first', 'involve', 'a', 'sense', 'of', 'alarm.', 'That', 'eventually', 'takes', 'its', 'toll.', 'Depression', 'sets', 'in.', 'Sometimes', 'that', 'depression', 'becomes', 'so', 'severe', 'that', 'people', 'become', 'suicidal.', ""There's"", 'a', 'tendency', 'sometimes', 'to', 'begin', 'to', 'use', 'other', 'substances', 'such', 'as', 'alcohol,', 'occasionally', 'even', 'illicit', 'substances.']"	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Are', 'there', 'enough', 'services', 'to', 'handle', 'some', 'of', 'these', 'behavioral', 'health', 'issues', 'among', 'farmers?']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1, 5]
CNN-269414-5	"['It', 'is,', 'indeed,', 'and', 'it', 'is', 'a', 'troubling', 'reality.', 'I', 'want', 'to', 'be', 'blunt.', 'There', 'are', 'companies', 'that', 'in', 'order', 'to', 'make', 'a', 'profit', 'are', 'providing', 'this', 'software', 'and', 'providing', 'the', 'apps', 'and,', 'unfortunately,', 'are', 'making', 'life', 'easier', 'for', 'the', 'terrorists.', 'I', 'know', 'the', 'director', 'of', 'the', 'FBI,', 'Mr.', 'Comey,', 'is', 'tremendously', 'concerned', 'about', 'this.', 'And', 'he', 'has', 'spoken', 'out', 'powerfully.', 'Our', 'police', 'commissioner,', 'Bill', 'Bratton,', 'has', 'as', 'well.', ""Let's"", 'be', 'blunt', 'that', 'no', 'private', 'company', 'should', 'do', 'anything', 'that', 'even', 'inadvertently', 'aids', 'and', 'abets', 'the', 'terrorists.', 'It', 'is', 'time', 'for', 'these', 'companies', 'to', 'change', 'the', 'approach', 'and', 'work', 'with', 'the', 'law', 'enforcement.', 'We', ""can't"", 'have', 'communications', 'among', 'the', 'terrorists', 'that', 'law', 'enforcement', 'cannot', 'access.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['How', 'do', 'you', 'stop', 'that?']	[0, 0, 0, 0, 0]	[0, 3]
CNN-193731-3	"['Well,', 'they', 'said', 'that', 'to', 'test', 'it', 'and', 'to', 'make', 'sure', 'and', 'all', 'of', 'that.', 'But', 'there', 'was', '--', ""it's"", 'been', 'pretty', 'well', 'known', 'for', 'a', 'couple', 'of', 'years', 'that', 'this', 'might', 'be', 'problematic.', 'But', 'it', 'certainly', 'brings', 'up', 'the', 'question', 'well,', 'how', 'does', 'this', 'happen?']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0]	['Exactly.', 'How', 'did', 'it', 'get', 'on', 'the', 'market', 'in', 'the', 'first', 'place?']	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.75, 0.75, 0.75]	[4, 5]
CNN-34495-8	"['Right.', 'Well,', 'an', 'embryonic', 'stem', 'cell,', 'Carol,', 'is', 'sort', 'of', 'the', 'most', 'basic', 'cell.', 'It', 'can', 'differentiate', 'into', 'a', 'lot', 'of', 'different', 'lines', 'and', 'thus', 'have', 'the', 'most', 'potential', 'to', 'be', 'used', 'in', 'all', 'sorts', 'of', 'different', 'avenues', 'of', 'research,', 'be', 'it', 'neurological,', 'be', 'it', 'heart', 'disease,', 'be', 'it', 'spinal', 'cord', 'regeneration', '--', 'all', 'sorts', 'of', 'different', 'lines.', 'As', 'a', 'cell', 'ages,', 'as', 'it', 'becomes', 'more', 'differentiated,', 'its', 'capabilities', 'reduce,', 'so', 'it', ""can't"", 'be', 'used', 'in', 'as', 'many', 'different', 'areas', 'of', 'research.', 'So', 'even', 'if', 'you', 'take', 'umbilical', 'blood,', 'for', 'example,', ""it's"", 'more', 'differentiated', 'than', 'an', 'embryonic', 'stem', 'cell.', 'Certainly', 'an', 'adult', 'organ', 'would', 'be', 'even', 'more', 'differentiated.']"	[0, 0.1111111111111111, 0.4444444444444444, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.4444444444444444, 0.4444444444444444, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]	"['So', ""there's"", 'no', 'other', 'evidence', 'to', 'indicate', 'that', 'any', 'other', 'stem', 'cell', 'would', 'be', 'comparable', 'to', 'the', 'quality', 'of', 'a', 'human', 'embryo', 'stem', 'cell.']"	[0, 0.5555555555555556, 0.6666666666666666, 0.6666666666666666, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 1.0, 1.0, 1.0, 1.0]	[9, 15]
NPR-49275-3	"['Well,', 'you', 'know,', 'there', 'are', 'a', 'lot', 'of', 'government', 'officials', 'who', 'are', 'engaged', 'in', 'this', 'gargantuan', 'effort', 'to', 'audit', 'the', 'Pentagon.', 'And', 'this', 'is', 'something', 'that', 'Congress', 'has', 'really', 'demanded', 'for', 'almost', '20', 'years.', 'The', 'Pentagon', 'has', 'never', 'passed', 'an', 'audit.', 'There', 'are', 'those', 'who', 'feel', 'like', 'the', 'Pentagon', 'really', ""isn't"", 'moving', 'the', 'ball', 'very', 'much.', 'And', ""that's"", 'one', 'of', 'those', 'people', 'who', 'slipped', 'me', 'a', 'copy', 'of', 'this', 'and', 'said,', 'hey,', 'you', 'know,', ""we're"", 'putting', 'a', 'lot', 'of', 'effort', 'in', 'this,', 'but', ""it's"", 'not', 'getting', 'a', 'lot', 'of', 'attention.', 'And', 'oh,', 'by', 'the', 'way,', 'as', 'we', 'turn', 'over', 'these', 'rocks,', ""we're"", 'finding', 'some', 'really', 'bad', 'things.']"	[0, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['Well,', 'and', 'you', 'mentioned', 'that', 'what', 'is', 'coming', 'is', 'a', 'financial', 'audit', 'for', 'the', 'entire', 'Pentagon,', 'which', 'is', 'going', 'to', 'be', 'quite', 'some', 'effort.', 'You', 'report', 'that', 'that', 'will', '-', ""that's"", 'expected', 'to', 'require', 'more', 'than', 'a', 'thousand', 'auditors,', 'costs', 'more', 'than', 'a', 'billion', 'dollars', '-', 'stunning', 'numbers', 'there.', 'Is', 'there', 'any', 'cause', 'for', 'hope', 'that', 'the', 'rest', 'of', 'the', ""Pentagon's"", 'books', 'will', 'fare', 'better', 'than', 'the', 'DLA', 'audit', 'did?']"	[0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 3]
CNN-61505-19	['It', 'is', 'terrible.', 'Nausea,', 'vomiting...']	[0.375, 0.375, 0.875, 0.75, 0.75]	['It', 'is', 'one', 'of', 'the', 'worst,', 'most', 'violent', 'sicknesses...']	[0.125, 0.125, 0.5, 0.5, 0.625, 0.75, 0.75, 0.875, 0.875]	[8, 15]
NPR-20426-6	"['Well,', 'the', 'Iraqi', 'security', 'forces', 'are', 'certainly', 'very', 'keen', 'to', 'say', 'that', 'they', 'now', 'plan,', 'having', 'taken', 'Ramadi,', 'move', 'into', 'the', 'cities', 'of', 'Fallujah', 'and', 'Mosul,', 'which', 'are', 'ISIS', 'strongholds.', 'There', 'are', 'other', 'military', 'sources', 'that', 'say', 'this', 'might', 'be', 'a', 'bit', 'unrealistic', 'based', 'on', 'the', 'fact', 'that', 'Fallujah', 'and', 'Mosul', 'are', 'heavily', 'populated,', 'unlike', 'Ramadi', 'and', 'Tikrit', 'and', 'Sinjar', 'which', 'were', 'largely', 'depopulated', 'by', 'the', 'time', 'the', 'battles', 'happened', 'there.', 'And', 'honestly,', 'on', 'the', 'basis', 'of', 'the', 'still', 'quite', 'limited', 'capacities', 'of', 'the', 'Iraqi', 'security', 'forces,', 'ISIS', 'have', 'been', 'in', 'these', 'cities', 'for', 'a', 'year', 'and', 'a', 'half,', 'two', 'years', 'now.', ""They're"", 'deeply', 'entrenched.', 'Analysts', 'have', 'also', 'for', 'a', 'long', 'time', 'said', 'the', 'problem', 'of', 'ISIS', 'in', 'Iraq', 'and', 'Syria', ""won't"", 'be', 'resolved', 'until', ""there's"", 'strong', 'central', 'governments', 'in', 'those', 'places', 'who', 'can', 'offer', 'the', 'people', 'living', 'under', 'ISIS', 'a', 'better', 'life', 'than', 'what', 'they', 'currently', 'have.', 'And', 'right', 'now', ""that's"", 'still,', 'on', 'balance,', 'not', 'really', 'the', 'case.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 1.0, 1.0, 1.0, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.4, 0.4, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]	['Meaning', 'that', 'even', 'if', 'you', 'were', 'to', 'formally', 'retake', 'territory,', 'you', 'might', 'still', 'have', 'chaos', 'there,', 'you', 'might', 'still', 'have', 'unrest,', 'you', 'might', 'still', 'have', 'armed', 'groups.']	[0.2, 0.2, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.6, 0.6, 0.6, 0.6, 0.6, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]	[5, 15]
CNN-190136-7	"['So', 'this', 'is', 'meant', 'to', 'uphold', 'and', 'sort', 'of', 'protect', 'the', 'rights', 'of', 'Native', 'American', 'children.', 'It', 'was', 'used', 'by', 'Dustin', 'Brown.', 'And', 'the', 'critics', 'of', 'this', 'are', 'saying', ""it's"", 'just', 'breaking', 'up', 'households.', 'The', 'family,', 'that', ""you've"", 'been', 'in', 'touch', 'with,', 'just', 'heartbroken', 'over', 'this.', ""It's"", 'upsetting', 'a', 'lot', 'of', 'people', 'there', 'locally', 'and', 'nationally.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 0.75, 0.75, 0.75, 0.75, 0.25, 0, 0, 0]	"['Yes.', 'Well,', ""that's"", 'the', 'thing.', 'I', 'mean', ""it's"", 'just', 'so', 'upsetting.', 'But', 'in', 'a', 'statement,', ""Veronica's"", 'adoptive', 'parents', 'said', 'this.', '""There', 'really', 'are', 'no', 'words', 'to', 'describe', 'the', 'incredible', 'heartbreak,', 'disappoint', 'and', 'pain', 'that', 'we', 'are', 'feeling.', 'This', 'is', 'a', 'complete', 'failure', 'within', 'our', 'justice', 'system.""', 'So', 'I', 'guess,', 'Nick,', 'the', 'question', 'is,', 'I', 'mean,', 'is', 'this', 'the', 'end', 'of', 'the', 'line', 'now', 'that', 'the', 'higher', 'court', 'has', 'ruled', 'or', 'can', 'these', 'folks', 'do', 'anything', 'to', 'try', 'and', 'get', 'her', 'back?']"	[0, 0, 0, 0, 0, 0.5, 0.5, 1.0, 0.75, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[4, 5]
